"","Date","Visitor","Visitor_Score","Home","Home_Score","OT","Home_Elo_Before","Visitor_Elo_Before","Home_Elo_After","Visitor_Elo_After","home_win_prob","visitor_win_prob","tie_prob"
"27",2023-09-29,"RIT",3,"Assumption",2,0,1500,1283.17586532221,1440.56803399585,1346.39474601291,0.820520847196721,0.127196809549647,0.052282343253632
"28",2023-09-30,"Syracuse",3,"Post",2,0,1157.2599077743,1377.75806302117,1137.56849597414,1402.70680465952,0.27186066655842,0.655556361299534,0.072582972142046
"29",2023-09-30,"Connecticut",1,"Penn State",1,1,1595.38294678121,1590.55157895766,1588.27294735905,1604.98985041538,0.578999993579541,0.339574761580906,0.0814252448395522
"30",2023-09-30,"Ohio State",3,"Colgate",2,1,1782.34465095686,1763.98899665475,1739.00959537127,1813.05999448587,0.598286055687981,0.322523224111911,0.0791907202001073
"31",2023-09-30,"Stonehill",0,"Rensselaer",7,0,1389.96120718404,1374.40508502339,1466.84657223809,1312.61514021146,0.594326421258937,0.32602495968439,0.0796486190566732
"32",2023-09-30,"Maine",1,"Quinnipiac",5,0,1670.64066593828,1408.68542332777,1693.44244853963,1393.28653862851,0.853694871296609,0.0988052490106739,0.047499879692717
"33",2023-09-30,"Mercyhurst",5,"St. Lawrence",6,1,1644.2046395665,1500.94386953392,1662.10980501513,1487.46168889022,0.752800344479876,0.186135694771758,0.0610639607483664
"34",2023-09-30,"Boston College",2,"Clarkson",4,0,1739.68355502187,1547.2740312342,1762.51334240501,1530.72839165664,0.799986861086024,0.144957342427519,0.0550557964864566
"35",2023-09-30,"Robert Morris",3,"Union",2,1,1391.7077645874,1411.65430177106,1352.39609060414,1457.1711279053,0.542739037763109,0.371592305414124,0.0856686568227671
"36",2023-09-30,"New Hampshire",6,"Saint Anselm",1,0,1372.91411766605,1486.60394859243,1304.10816597843,1570.713135091,0.406466421277457,0.50313077293303,0.0904028057895132
"37",2023-09-30,"RIT",5,"Assumption",1,0,1440.56803399585,1346.39474601291,1331.82500130595,1465.68454692867,0.697737701979183,0.234590120381535,0.0676721776392818
"38",2023-09-30,"Franklin Pierce",2,"St. Thomas",5,0,1457.40139585861,1390.5478126191,1503.98177059937,1353.89128408228,0.663776456217363,0.264591858610265,0.0716316851723714
"39",2023-09-30,"Northeastern",2,"Long Island",0,0,1450.16216285139,1816.70617581252,1434.81443003118,1838.15290602825,0.134462409354244,0.812103908026006,0.0534336826197506
"40",2023-10-01,"Saint Michael's",2,"New Hampshire",4,0,1570.713135091,1193.45959495382,1580.48905990636,1187.91843882472,0.914352535339361,0.0485464017685626,0.0371010628920763
"41",2023-10-05,"Boston College",3,"Wisconsin",5,0,1878.84669672604,1530.72839165664,1890.04842773438,1524.03537916025,0.901860961617949,0.0586378846078559,0.0395011537741955
"42",2023-10-06,"Maine",7,"Stonehill",0,0,1312.61514021146,1393.28653862851,1227.19574837076,1497.02609848386,0.450702033573491,0.452634471151238,0.0966634952752701
"43",2023-10-06,"Penn State",2,"Colgate",6,0,1739.00959537127,1588.27294735905,1776.33725733607,1560.31380253015,0.760491164948062,0.179396775863809,0.0601120591881297
"44",2023-10-06,"Rensselaer",1,"Bemidji State",1,1,1225.70880363445,1466.84657223809,1248.33053057547,1450.48303786054,0.248647478433119,0.681817048639453,0.0695354729274283
"45",2023-10-06,"Quinnipiac",3,"New Hampshire",2,1,1580.48905990636,1693.44244853963,1550.97673035498,1729.51265360552,0.40744877335131,0.502012852525323,0.0905383741233665
"46",2023-10-06,"Clarkson",4,"Vermont",2,0,1593.98545619057,1762.51334240501,1555.76164330753,1809.96079371019,0.334881121216358,0.584310028396319,0.0808088503873231
"47",2023-10-06,"St. Cloud State",0,"Mercyhurst",2,0,1487.46168889022,1607.31602377354,1556.14542409035,1548.82228412523,0.398257669282628,0.512467167456551,0.0892751632608217
"48",2023-10-06,"Providence",2,"St. Lawrence",7,0,1662.10980501513,1612.21837272028,1722.78213888206,1564.10590792348,0.641582365877192,0.284221072525503,0.0741965615973055
"49",2023-10-06,"Holy Cross",2,"Union",3,1,1352.39609060414,1363.79679960731,1384.6017000827,1337.68872899526,0.55536766237913,0.360449395461318,0.0841829421595524
"50",2023-10-06,"Lindenwood",3,"St. Thomas",4,0,1503.98177059937,1355.81464602771,1521.51982852336,1342.654208617,0.757868650265162,0.181693690781852,0.0604376589529858
"51",2023-10-06,"Merrimack",2,"Syracuse",1,1,1402.70680465952,1410.22698193128,1362.0679928187,1456.91502872106,0.561061572796867,0.355422371468628,0.0835160557345049
"52",2023-10-06,"Long Island",0,"Minnesota-Duluth",6,0,1701.13515905071,1434.81443003118,1726.98442110982,1417.44769557153,0.856591636472289,0.0963483972185918,0.0470599663091188
"53",2023-10-06,"Boston College",2,"Wisconsin",12,0,1890.04842773438,1524.03537916025,1909.09373729498,1513.00970350476,0.909732631044047,0.0522574195612456,0.0380099493947076
"54",2023-10-06,"Minnesota",3,"RIT",0,0,1465.68454692867,1778.38235408104,1441.07192388085,1811.28862013096,0.177657294278558,0.762478051206416,0.059864654515026
"55",2023-10-06,"Minnesota State",9,"Sacred Heart",0,0,1427.22927342158,1482.45508221473,1327.04099448502,1601.48249867009,0.489564427234473,0.418379179873261,0.0920563928922656
"56",2023-10-06,"Northeastern",4,"Boston University",1,0,1444.17815400676,1838.15290602825,1428.14246348274,1861.17288540775,0.115747817079487,0.833838626506225,0.050413556414289
"57",2023-10-07,"Maine",7,"Stonehill",1,0,1227.19574837076,1497.02609848386,1187.83779495145,1548.18955471343,0.218352836485452,0.716151760405137,0.0654954031094111
"58",2023-10-07,"St. Cloud State",1,"Mercyhurst",0,0,1556.14542409035,1548.82228412523,1513.94780750467,1596.88756436449,0.582582513056135,0.336408214059285,0.0810092728845794
"59",2023-10-07,"Providence",0,"St. Lawrence",2,0,1722.78213888206,1564.10590792348,1749.2108665948,1544.42480363475,0.768456328628399,0.172427337145921,0.0591163342256798
"60",2023-10-07,"Penn State",2,"Colgate",3,0,1776.33725733607,1560.31380253015,1789.38391911027,1551.06048923663,0.819877101637296,0.127751729808877,0.0523711685538279
"61",2023-10-07,"Quinnipiac",4,"New Hampshire",1,0,1550.97673035498,1729.51265360552,1506.32556296354,1785.13082168476,0.322298260113487,0.598540422347931,0.0791613175385816
"62",2023-10-07,"Saint Anselm",1,"Robert Morris",6,0,1457.1711279053,1304.10816597843,1497.31605809935,1274.0892437652,0.762846589456543,0.177334715723674,0.059818694819783
"63",2023-10-07,"Merrimack",4,"Syracuse",0,0,1362.0679928187,1456.91502872106,1294.79003170475,1538.83198815743,0.431681633483192,0.474388844816879,0.0939295216999291
"64",2023-10-07,"Rensselaer",3,"Bemidji State",1,0,1248.33053057547,1450.48303786054,1214.83991835975,1492.57930146442,0.293413265791674,0.631192105355336,0.0753946288529897
"65",2023-10-07,"Long Island",0,"Minnesota-Duluth",4,0,1726.98442110982,1417.44769557153,1745.29155470094,1405.82801096749,0.882534292030277,0.0745564275043156,0.0429092804654069
"66",2023-10-07,"Lindenwood",2,"St. Thomas",7,0,1521.51982852336,1342.654208617,1557.44507931729,1316.31917536431,0.787774054924791,0.155572395380036,0.0566535496951734
"67",2023-10-07,"Holy Cross",3,"Union",4,1,1384.6017000827,1337.68872899526,1410.85087505116,1316.84700640028,0.637602510375786,0.287741917867508,0.0746555717567057
"68",2023-10-07,"Minnesota",5,"RIT",1,0,1441.07192388085,1811.28862013096,1420.52586824689,1840.09783210827,0.131831504862099,0.81514886182914,0.0530196333087604
"69",2023-10-07,"Clarkson",2,"Vermont",2,1,1555.76164330753,1809.96079371019,1579.65099929662,1792.16160517863,0.23456271123229,0.697768761461815,0.0676685273058943
"70",2023-10-07,"Minnesota State",7,"Sacred Heart",1,0,1327.04099448502,1601.48249867009,1288.52016009503,1651.69553717987,0.213708608352476,0.721424555023096,0.0648668366244283
"71",2023-10-07,"Boston University",0,"Northeastern",2,0,1861.17288540775,1428.14246348274,1868.70959027564,1424.360086165,0.93397047583517,0.0331376349320224,0.0328918892328081
"72",2023-10-08,"Saint Anselm",4,"Robert Morris",6,0,1497.31605809935,1274.0892437652,1517.22261045083,1260.06978160462,0.825597498831088,0.122825350300542,0.0515771508683702
"73",2023-10-10,"Assumption",2,"Dartmouth",3,0,1420.45463261255,1331.82500130595,1442.83383173406,1314.40441438319,0.691031600376718,0.240509538915964,0.0684588607073177
"74",2023-10-12,"Minnesota State",0,"Wisconsin",6,0,1909.09373729498,1651.69553717987,1936.02042510765,1633.41419559478,0.850614217705505,0.101422519289462,0.0479632630050332
"75",2023-10-13,"Connecticut",3,"Boston College",4,1,1513.00970350476,1604.98985041538,1553.89556717059,1570.94712971025,0.435527616718798,0.469995591798244,0.094476791482958
"76",2023-10-13,"New Hampshire",3,"Maine",2,0,1548.18955471343,1506.32556296354,1502.49932856042,1557.48003282384,0.63080166436123,0.293758699741839,0.0754396358969311
"77",2023-10-13,"Northeastern",0,"Merrimack",1,0,1538.83198815743,1868.70959027564,1599.46317724522,1812.26046593741,0.162922615863279,0.779339578338701,0.0577378057980205
"78",2023-10-13,"Long Island",3,"Sacred Heart",1,0,1288.52016009503,1405.82801096749,1242.67577830022,1461.91538073576,0.401645383308328,0.508615183641037,0.0897394330506347
"79",2023-10-13,"Post",3,"Stonehill",2,0,1187.83779495145,1137.56849597414,1141.33025421499,1189.44603759498,0.642085552469411,0.283775933001441,0.0741385145291472
"80",2023-10-13,"Franklin Pierce",1,"Saint Michael's",0,0,1187.91843882472,1353.89128408228,1163.42752580271,1384.26617061094,0.338122832753692,0.580642719672694,0.0812344475736145
"81",2023-10-13,"Assumption",3,"Saint Anselm",3,1,1260.06978160462,1314.40441438319,1260.88667121206,1321.85761498757,0.490923448806272,0.417186659951285,0.0918898912424421
"82",2023-10-13,"Union",1,"RIT",4,0,1420.52586824689,1410.85087505116,1477.88802538224,1364.6575878143,0.585952069763238,0.333429493003926,0.0806184372328357
"83",2023-10-13,"St. Lawrence",2,"Vermont",6,0,1579.65099929662,1749.2108665948,1683.51390829878,1657.91538719322,0.333575074600891,0.585787396424743,0.0806375289743658
"84",2023-10-13,"Providence",1,"Quinnipiac",4,0,1785.13082168476,1544.42480363475,1807.46018554183,1528.98052893173,0.838823584219294,0.111478896438707,0.0496975193419991
"85",2023-10-13,"Robert Morris",2,"Princeton",6,0,1564.01734645208,1517.22261045083,1620.52201254372,1472.35592884966,0.63744402841596,0.287882124872343,0.0746738467116967
"86",2023-10-13,"Mercyhurst",0,"Colgate",7,0,1789.38391911027,1513.94780750467,1815.44904766993,1496.62999817866,0.862471434248772,0.09137470675072,0.0461538590005084
"87",2023-10-13,"Penn State",1,"Cornell",4,0,1550.39898449458,1551.06048923663,1609.82447547107,1503.04363363507,0.571058642650712,0.346592259970136,0.0823490973791512
"88",2023-10-13,"Holy Cross",3,"Brown",4,1,1409.2151069144,1316.84700640028,1431.26597461023,1299.71625768023,0.695564561301258,0.236508017451549,0.0679274212471934
"89",2023-10-13,"Syracuse",2,"Rensselaer",6,0,1492.57930146442,1294.79003170475,1523.02106716789,1272.83169776657,0.804673760509354,0.140893233178515,0.0544330063121311
"90",2023-10-13,"Ohio State",5,"Minnesota-Duluth",2,0,1745.29155470094,1813.05999448587,1680.12501727853,1891.30867200589,0.470381019262865,0.435190296374705,0.0944286843624294
"91",2023-10-13,"Minnesota",8,"St. Thomas",0,0,1557.44507931729,1840.09783210827,1516.82745036478,1893.312184756,0.205596092944379,0.730642499941866,0.0637614071137551
"92",2023-10-13,"Bemidji State",2,"St. Cloud State",5,0,1596.88756436449,1214.83991835975,1608.49026679439,1208.32437433467,0.916250099958424,0.0470300918353455,0.0367198082062305
"93",2023-10-13,"Minnesota State",0,"Wisconsin",9,0,1936.02042510765,1633.41419559478,1960.84526838259,1617.50187727177,0.878694790367883,0.077754654421289,0.0435505552108284
"94",2023-10-13,"Harvard",2,"Dartmouth",4,0,1442.83383173406,1360.8107709709,1479.02638071651,1332.54048715064,0.682914903858388,0.247677655073308,0.0694074410683034
"95",2023-10-14,"Union",1,"RIT",2,0,1477.88802538224,1364.6575878143,1498.16562455757,1349.09034131602,0.720046399722157,0.214922223579123,0.0650313766987198
"96",2023-10-14,"Robert Morris",0,"Princeton",4,0,1620.52201254372,1472.35592884966,1658.2585619795,1444.03866216674,0.757867583488945,0.18169462532844,0.0604377911826145
"97",2023-10-14,"Mercyhurst",1,"Colgate",5,0,1815.44904766993,1496.62999817866,1832.98300963471,1485.65182714473,0.887495262682458,0.0704402262809328,0.0420645110366097
"98",2023-10-14,"Quinnipiac",2,"Providence",1,1,1528.98052893173,1807.46018554183,1513.79199591055,1827.30761679267,0.209693685403951,0.725985320703078,0.0643209938929704
"99",2023-10-14,"Penn State",2,"Cornell",5,0,1609.82447547107,1503.04363363507,1649.63711824454,1472.36273748768,0.71262687526356,0.22145892313051,0.0659142016059295
"100",2023-10-14,"Vermont",0,"St. Lawrence",3,0,1657.91538719322,1683.51390829878,1722.43005411535,1631.00570244492,0.534324271557767,0.379011443083237,0.0866642853589958
"101",2023-10-14,"Rensselaer",2,"Syracuse",3,0,1272.83169776657,1523.02106716789,1327.96438590013,1472.83089755192,0.238835209112536,0.692928120388394,0.0682366704990702
"102",2023-10-14,"Brown",1,"Holy Cross",2,1,1299.71625768023,1431.26597461023,1344.42358248202,1392.87259105411,0.382768323368272,0.530061071848333,0.0871706047833951
"103",2023-10-14,"Post",0,"Stonehill",4,0,1141.33025421499,1189.44603759498,1219.195076314,1125.72242569289,0.500388938100419,0.408875542924825,0.0907355189747561
"104",2023-10-14,"Franklin Pierce",11,"Saint Michael's",0,0,1163.42752580271,1384.26617061094,1104.59405236925,1458.81893095871,0.271468588785787,0.655999697781149,0.0725317134330639
"105",2023-10-14,"Saint Anselm",7,"Assumption",3,0,1321.85761498757,1260.88667121206,1219.59265380432,1374.45266088291,0.656171869074777,0.271316325323614,0.0725118056016095
"106",2023-10-14,"Sacred Heart",1,"Long Island",3,0,1461.91538073576,1242.67577830022,1482.18109322773,1228.34716005096,0.822450875261336,0.125533885368104,0.0520152393705597
"107",2023-10-14,"Boston College",2,"Connecticut",1,0,1570.94712971025,1553.89556717059,1527.74551638456,1602.84855079933,0.596443744832319,0.324152534394505,0.0794037207731764
"108",2023-10-14,"Merrimack",3,"New Hampshire",3,1,1557.48003282384,1599.46317724522,1556.60807971637,1608.40002590428,0.509688367860845,0.400701681566043,0.0896099505731118
"109",2023-10-14,"Bemidji State",0,"St. Cloud State",3,0,1608.49026679439,1208.32437433467,1619.15146641347,1202.55539289307,0.923045996584371,0.0416413005500153,0.0353127028656139
"110",2023-10-14,"Ohio State",2,"Minnesota-Duluth",0,0,1680.12501727853,1891.30867200589,1647.85720581735,1932.02274742241,0.282700234913283,0.643301539108905,0.0739982259778116
"111",2023-10-14,"Minnesota",4,"St. Thomas",0,0,1516.82745036478,1893.312184756,1496.96709106165,1921.32665851328,0.127431809816813,0.820248212156273,0.0523199780269136
"112",2023-10-17,"St. Cloud State",1,"Minnesota",2,0,1921.32665851328,1619.15146641347,1930.1306161392,1613.50487323771,0.878452098162164,0.0779571622454351,0.0435907395924005
"113",2023-10-17,"Syracuse",0,"Cornell",7,0,1649.63711824454,1327.96438590013,1670.6782888626,1314.84688720337,0.888979560940732,0.0692124260151158,0.041808013044152
"114",2023-10-19,"RIT",1,"St. Lawrence",2,0,1722.43005411535,1498.16562455757,1735.00364233106,1489.31965636042,0.826408380057026,0.122127901992903,0.0514637179500714
"115",2023-10-20,"Maine",4,"Providence",3,0,1513.79199591055,1502.49932856042,1471.18293197764,1550.92834775167,0.588262976763194,0.331386414965088,0.0803506082717174
"116",2023-10-20,"Vermont",4,"Merrimack",2,0,1608.40002590428,1631.00570244492,1546.90222156576,1702.33516875915,0.538785958696512,0.375078260032224,0.0861357812712642
"117",2023-10-20,"New Hampshire",2,"Connecticut",0,0,1527.74551638456,1556.60807971637,1467.31403788882,1626.99771667032,0.529443813921344,0.383312161524114,0.0872440245545417
"118",2023-10-20,"Boston College",2,"Holy Cross",1,0,1344.42358248202,1602.84855079933,1327.75624785864,1624.374227366,0.230110098069674,0.702815377641508,0.0670745242888179
"119",2023-10-20,"Ohio State",6,"St. Thomas",2,0,1496.96709106165,1932.02274742241,1482.69456051153,1953.49423938058,0.0915781215691431,0.862230534808764,0.0461913436220931
"120",2023-10-20,"Minnesota-Duluth",3,"Minnesota State",1,0,1617.50187727177,1647.85720581735,1557.32571561996,1718.02192212872,0.527206967711858,0.385282704787373,0.0875103275007695
"121",2023-10-20,"Bemidji State",0,"Wisconsin",4,0,1960.84526838259,1202.55539289307,1963.34503839113,1202.57463221018,0.983960500842271,-0.000123446960949803,0.0161629461186792
"122",2023-10-20,"Clarkson",5,"Robert Morris",1,0,1444.03866216674,1792.16160517863,1420.93261962766,1823.92622885845,0.148257379109768,0.796185787885905,0.0555568330043269
"123",2023-10-20,"Northeastern",0,"St. Cloud State",2,0,1613.50487323771,1812.26046593741,1693.69008549553,1740.74156777093,0.297492537753013,0.626581363806621,0.0759260984403661
"124",2023-10-20,"Syracuse",4,"Boston University",4,1,1424.360086165,1314.84688720337,1404.93929493464,1340.1661742962,0.715786569226268,0.218674587857437,0.0655388429162952
"125",2023-10-20,"Cornell",3,"Mercyhurst",3,1,1485.65182714473,1670.6782888626,1502.37007419722,1660.98987959464,0.314241699416757,0.607648991866268,0.0781093087169748
"126",2023-10-20,"Lindenwood",4,"Sacred Heart",2,0,1228.34716005096,1316.31917536431,1178.02151398955,1377.51641720982,0.44090600878961,0.46384728736298,0.0952467038474097
"127",2023-10-20,"Yale",3,"Princeton",0,0,1658.2585619795,1714.58349425153,1590.66668349524,1794.95735715833,0.48788746422469,0.419850416308981,0.0922621194663281
"128",2023-10-20,"Union",3,"Harvard",1,0,1332.54048715064,1349.09034131602,1270.01692638511,1421.3245203235,0.547772672382648,0.367152017770077,0.0850753098472746
"129",2023-10-20,"Rensselaer",5,"Dartmouth",4,1,1479.02638071651,1472.83089755192,1436.94608225276,1520.7924774955,0.580962812896881,0.337839905793246,0.0811972813098729
"130",2023-10-20,"Brown",0,"Quinnipiac",1,0,1827.30761679267,1392.87259105411,1832.05915394633,1390.49624975468,0.934400028251837,0.0328078929123609,0.0327920788358019
"131",2023-10-20,"Stonehill",2,"Saint Anselm",4,0,1374.45266088291,1219.195076314,1401.26993540141,1199.17414453007,0.765052246718509,0.175404586248732,0.059543167032759
"132",2023-10-21,"Saint Anselm",0,"Stonehill",4,0,1199.17414453007,1401.26993540141,1309.28572591605,1302.91005162005,0.293481155922492,0.631115369683085,0.0754034743944223
"133",2023-10-21,"Post",4,"Assumption",5,1,1219.59265380432,1125.72242569289,1241.51249028644,1108.70731965895,0.697373585126502,0.234911448447408,0.0677149664260894
"134",2023-10-21,"Clarkson",2,"Robert Morris",1,0,1420.93261962766,1823.92622885845,1412.96101479953,1835.48005813321,0.110056395351983,0.840487225608009,0.0494563790400083
"135",2023-10-21,"Northeastern",4,"Sacred Heart",1,0,1178.02151398955,1740.74156777093,1172.35197477983,1751.27642942827,0.0409235128595696,0.923957921347747,0.035118565792683
"136",2023-10-21,"Cornell",3,"Mercyhurst",1,0,1502.37007419722,1660.98987959464,1462.70431608237,1710.06895954425,0.347514090026567,0.570015231811557,0.0824706781618761
"137",2023-10-21,"Syracuse",1,"Boston University",6,0,1404.93929493464,1340.1661742962,1462.30797784236,1294.97568114265,0.661098456413013,0.266959726264361,0.0719418173226264
"138",2023-10-21,"Lindenwood",0,"St. Cloud State",5,0,1693.69008549553,1377.51641720982,1712.97050055526,1365.3970893541,0.886102275779123,0.0715940947110246,0.0423036295098523
"139",2023-10-21,"Holy Cross",2,"Boston College",2,1,1624.374227366,1327.75624785864,1590.59887397749,1365.50168139867,0.875281704316701,0.0806062939996425,0.0441120016836561
"140",2023-10-21,"Maine",2,"Providence",3,0,1471.18293197764,1550.92834775167,1510.8761097141,1518.24260019356,0.45199390136314,0.451261149189748,0.096744949447112
"141",2023-10-21,"New Hampshire",0,"Connecticut",4,0,1467.31403788882,1626.99771667032,1569.21716430216,1537.91967747027,0.346149803906039,0.57155943540302,0.0822907606909413
"142",2023-10-21,"Vermont",4,"Merrimack",2,0,1546.90222156576,1702.33516875915,1506.76877423317,1751.94369886957,0.351611543362749,0.565376687142532,0.0830117694947197
"143",2023-10-21,"Bemidji State",1,"Wisconsin",8,0,1963.34503839113,1202.57463221018,1966.35537227462,1202.61090429978,0.984116445062588,-0.000191383995983459,0.0160749389333953
"144",2023-10-21,"Ohio State",7,"St. Thomas",1,0,1482.69456051153,1953.49423938058,1469.3587732606,1974.54350772232,0.0739852233164761,0.883221380964737,0.0427933957187871
"145",2023-10-21,"Minnesota-Duluth",4,"Minnesota State",1,0,1557.32571561996,1718.02192212872,1509.5498087192,1777.17470567382,0.344853059147828,0.573027082353299,0.0821198584988736
"146",2023-10-21,"Yale",3,"Quinnipiac",6,0,1832.05915394633,1794.95735715833,1884.10501783711,1753.46630602102,0.624325804719749,0.299488106875301,0.07618608840495
"147",2023-10-21,"Rensselaer",5,"Harvard",4,1,1270.01692638511,1520.7924774955,1252.76306251745,1542.98282406836,0.238207751652049,0.693638908592001,0.0681533397559498
"148",2023-10-21,"Union",1,"Dartmouth",1,1,1436.94608225276,1421.3245203235,1428.44835618898,1436.98965630751,0.594419178486523,0.325942933511034,0.0796378880024431
"149",2023-10-21,"Brown",0,"Princeton",3,0,1590.66668349524,1390.49624975468,1617.44384974137,1371.22233138634,0.806718735565397,0.139121790506096,0.054159473928507
"150",2023-10-27,"Merrimack",0,"Boston College",3,0,1590.59887397749,1506.76877423317,1634.21838629988,1472.72884990348,0.68514836789687,0.245704849991337,0.0691467821117927
"151",2023-10-27,"New Hampshire",3,"Vermont",6,0,1751.94369886957,1537.91967747027,1777.12181754208,1520.02787112202,0.818260880618377,0.129145516079697,0.0525936033019258
"152",2023-10-27,"Providence",1,"Connecticut",6,0,1569.21716430216,1510.8761097141,1628.00074859847,1464.43435147833,0.652740023897034,0.27435148856935,0.0729084875336167
"153",2023-10-27,"Holy Cross",1,"Northeastern",0,1,1751.27642942827,1365.50168139867,1684.80587032797,1434.6106495631,0.917696033525182,0.0458779522251435,0.0364260142496748
"154",2023-10-27,"Princeton",2,"St. Lawrence",7,0,1735.00364233106,1617.44384974137,1781.56345922002,1581.79316649868,0.72495108806702,0.210603956174349,0.0644449557586302
"155",2023-10-27,"Quinnipiac",1,"Clarkson",3,0,1835.48005813321,1884.10501783711,1892.59469866667,1837.35779186687,0.499615202747043,0.409555255373647,0.0908295418793104
"156",2023-10-27,"Dartmouth",1,"Brown",7,0,1371.22233138634,1428.44835618898,1463.77820489055,1352.55312475507,0.486511981511793,0.421056930546174,0.0924310879420324
"157",2023-10-27,"Harvard",1,"Yale",2,0,1753.46630602102,1252.76306251745,1756.96715451761,1251.31943570623,0.951667101604315,0.0199307876520997,0.028402110743585
"158",2023-10-27,"Colgate",4,"Rensselaer",3,0,1542.98282406836,1832.98300963471,1528.60438055565,1851.909253757,0.198509547060919,0.738703278629692,0.0627871743093894
"159",2023-10-27,"Cornell",4,"Union",2,0,1436.98965630751,1710.06895954425,1412.44080247763,1742.04293510681,0.215073983338141,0.719874079048689,0.0650519376131698
"160",2023-10-27,"Minnesota-Duluth",2,"Bemidji State",1,0,1202.61090429978,1777.17470567382,1199.87848296828,1782.38659816402,0.0377239525555393,0.928044338273071,0.0342317091713892
"161",2023-10-27,"Minnesota",3,"Ohio State",4,1,1974.54350772232,1930.1306161392,2001.03598729679,1909.07364189552,0.634243434193774,0.290713693445861,0.0750428723603651
"162",2023-10-27,"Wisconsin",5,"St. Thomas",3,0,1469.3587732606,1966.35537227462,1462.17787963899,1978.15397747665,0.0629122404585359,0.89663171094581,0.0404560485956535
"163",2023-10-27,"St. Cloud State",3,"Minnesota State",1,0,1509.5498087192,1712.97050055526,1476.23224257497,1754.87117076865,0.291897198762414,0.632905710800983,0.0751970904366029
"164",2023-10-27,"Saint Michael's",1,"Post",3,0,1108.70731965895,1104.59405236925,1156.87897834121,1065.73011254119,0.577965204054137,0.340489311841505,0.0815454841043584
"165",2023-10-27,"Sacred Heart",3,"Saint Anselm",5,0,1302.91005162005,1172.35197477983,1332.66580323712,1149.75446316491,0.739308072309611,0.197978156953053,0.062713770737336
"166",2023-10-27,"Stonehill",5,"Assumption",1,0,1241.51249028644,1309.28572591605,1168.20434177375,1397.31081067739,0.470373667299302,0.43519673087426,0.094429601826439
"167",2023-10-27,"Long Island",3,"Franklin Pierce",1,0,1458.81893095871,1482.18109322773,1397.44970985409,1553.39719260523,0.537659433258829,0.376071474576216,0.0862690921649545
"168",2023-10-27,"Lindenwood",6,"RIT",3,0,1489.31965636042,1365.3970893541,1387.90176309123,1475.62501653003,0.732048285736467,0.204359679260417,0.0635920350031162
"169",2023-10-27,"Robert Morris",2,"Mercyhurst",9,0,1462.70431608237,1412.96101479953,1530.67089458224,1359.06086919101,0.64138500070274,0.284395670727427,0.0742193285698335
"170",2023-10-28,"Lindenwood",2,"RIT",6,0,1387.90176309123,1475.62501653003,1474.98502415259,1403.39351373516,0.44123983899657,0.463465488536791,0.0952946724666389
