"","Date","Visitor","Visitor_Score","Home","Home_Score","OT","Home_Elo_Before","Visitor_Elo_Before","Home_Elo_After","Visitor_Elo_After","home_win_prob","visitor_win_prob","tie_prob"
"301",2023-11-18,"Maine",3,"Vermont",2,0,1563.33836154183,1584.44700165349,1524.15172460598,1629.85355677554,0.541012769712926,0.373114712805807,0.0858725174812665
"302",2023-11-18,"Boston University",1,"Providence",2,0,1470.77945266144,1486.04262779979,1503.39741974045,1459.57062618622,0.549674631668229,0.365473846001329,0.0848515223304417
"303",2023-11-18,"Connecticut",3,"Holy Cross",1,0,1420.92453798042,1818.09101431994,1407.94573216101,1836.78520470768,0.113708097571356,0.836219074836111,0.0500728275925334
"304",2023-11-21,"Clarkson",4,"Syracuse",1,0,1186.34175081645,2021.44793024246,1185.91490014911,2024.56310639558,0.00308106675479334,0.977514230584522,0.0194047026606844
"305",2023-11-21,"Harvard",0,"New Hampshire",3,0,1524.13377185514,1362.36747257021,1555.79014035749,1338.84796703817,0.77149998340746,0.169767021884411,0.0587329947081296
"306",2023-11-21,"Holy Cross",5,"Assumption",1,0,1274.65530730749,1407.94573216101,1215.3580842967,1480.78035426449,0.380474105732195,0.532664662793394,0.086861231474411
"307",2023-11-21,"Northeastern",2,"Vermont",3,0,1524.15172460598,1576.38763768204,1560.79351793617,1546.37328896401,0.494121474897946,0.414379676358979,0.0914988487430758
"308",2023-11-21,"Sacred Heart",2,"Franklin Pierce",4,0,1249.44004441515,1374.0676763183,1318.84703293083,1314.75201671577,0.391921203530839,0.51966805755781,0.0884107389113511
"309",2023-11-24,"Harvard",1,"Minnesota",3,0,2012.35504963279,1338.84796703817,2014.93881861716,1338.48686191033,0.977363444690921,0.00316366372070828,0.0194728915883705
"310",2023-11-24,"Sacred Heart",0,"Yale",10,0,1694.30200151633,1314.75201671577,1712.17966246762,1304.66359410189,0.915266831866138,0.0478152042303791,0.0369179639034825
"311",2023-11-24,"Cornell",4,"St. Thomas",1,0,1468.82785895019,1741.24079719943,1438.93871896103,1780.1547951714,0.215743918414169,0.719113416890623,0.0651426646952085
"312",2023-11-24,"Boston University",3,"Robert Morris",1,0,1415.39348907216,1459.57062618622,1357.59617485997,1527.64194557949,0.506365742368382,0.403623080961427,0.0900111766701908
"313",2023-11-24,"St. Lawrence",0,"Ohio State",11,0,2121.67986751108,1850.53485589385,2152.07922840283,1830.23008710519,0.859731694906535,0.0936899796493346,0.0465783254441301
"314",2023-11-24,"Stonehill",2,"Lindenwood",4,0,1345.93071955638,1352.2374623171,1395.82918272646,1311.8479522145,0.562836566187169,0.353854924675443,0.0833085091373886
"315",2023-11-24,"Penn State",6,"Dartmouth",5,0,1311.3998884419,1642.37241950684,1299.66488506493,1658.27984549297,0.162014073572062,0.780381240527326,0.0576046859006121
"316",2023-11-24,"Connecticut",2,"Quinnipiac",4,0,1847.88860152375,1836.78520470768,1894.91568627109,1798.93302595975,0.587992885065864,0.331625212230186,0.0803819027039505
"317",2023-11-24,"Colgate",0,"Minnesota-Duluth",3,0,1736.7288423356,2005.5695178418,1844.87892402151,1906.51195447345,0.219357853448128,0.715011100265724,0.0656310462861481
"318",2023-11-25,"Harvard",3,"St. Thomas",4,0,1438.93871896103,1338.48686191033,1460.29052403039,1321.97288678846,0.70521585667433,0.227992808729157,0.0667913345965124
"319",2023-11-25,"Providence",1,"Brown",0,0,1554.50465912222,1503.39741974045,1507.91639647955,1555.34637042506,0.643200003350242,0.282790055712802,0.0740099409369557
"320",2023-11-25,"Penn State",8,"Dartmouth",2,0,1299.66488506493,1658.27984549297,1274.3800365407,1693.35908401782,0.140277070216312,0.805384920500133,0.0543380092835543
"321",2023-11-25,"Connecticut",3,"Sacred Heart",1,0,1304.66359410189,1798.93302595975,1297.35876620432,1810.8826746485,0.0639980360963929,0.895308409883798,0.0406935540198095
"322",2023-11-25,"Stonehill",2,"Lindenwood",6,0,1395.82918272646,1311.8479522145,1444.87004441625,1273.58028599682,0.685334707961556,0.245540268892188,0.0691250231462553
"323",2023-11-25,"St. Lawrence",1,"Ohio State",5,0,2152.07922840283,1830.23008710519,2169.36765778279,1819.4550096834,0.889070695491792,0.0691370984692727,0.041792206038935
"324",2023-11-25,"Syracuse",0,"Clarkson",5,0,2024.56310639558,1185.91490014911,2026.55980928101,1186.21013928074,0.988204615207093,-0.00174410483850012,0.013539489631407
"325",2023-11-25,"Colgate",1,"Minnesota-Duluth",1,1,1844.87892402151,1906.51195447345,1846.69900663314,1913.08540482746,0.479776859870691,0.426961662733198,0.0932614773961115
"326",2023-11-25,"Cornell",1,"Minnesota",5,0,2014.93881861716,1780.1547951714,2040.74069970943,1762.19641436345,0.834445069493344,0.115227974117119,0.0503269563895367
"327",2023-11-25,"Minnesota State",5,"Robert Morris",1,0,1357.59617485997,1385.34681630405,1274.82252227457,1481.68668597506,0.531108032493986,0.381845828551456,0.0870461389545577
"328",2023-11-25,"Quinnipiac",3,"Yale",0,0,1712.17966246762,1894.91568627109,1668.25211816734,1949.71571436905,0.317075049234937,0.604445869123468,0.078479081641595
"329",2023-11-25,"Assumption",1,"Rensselaer",6,0,1431.88165508913,1215.3580842967,1462.30445122274,1193.79119678349,0.820279426904451,0.127404902782093,0.0523156703134565
"330",2023-11-25,"Boston College",1,"Northeastern",3,0,1546.37328896401,1733.25898076271,1624.90833515,1663.60531690304,0.311949741852943,0.610239933978476,0.0778103241685818
"331",2023-11-26,"Boston University",2,"Minnesota State",7,0,1481.68668597506,1527.64194557949,1565.7047047012,1458.91611314335,0.503669340270413,0.40599312231679,0.0903375374127975
"332",2023-11-28,"Providence",2,"Northeastern",4,0,1624.90833515,1555.34637042506,1662.88961154037,1525.49536568792,0.667243755567944,0.261526445998297,0.0712297984337586
"333",2023-11-28,"Assumption",0,"Holy Cross",5,0,1480.78035426449,1193.79119678349,1502.85369379787,1179.34033808538,0.869603266785554,0.0853674526016786,0.0450292806127676
"334",2023-12-01,"Merrimack",1,"Connecticut",2,1,1810.8826746485,1509.74576289432,1819.7291126594,1504.06371098111,0.877865611733803,0.078446707438822,0.0436876808273749
"335",2023-12-01,"Vermont",2,"Maine",3,0,1629.85355677554,1560.79351793617,1654.00218188917,1541.80959283334,0.666602812104668,0.262093068020122,0.0713041198752101
"336",2023-12-01,"Boston College",5,"Providence",1,0,1525.49536568792,1663.60531690304,1467.18542795208,1735.31996398245,0.374139298417178,0.539850859281002,0.0860098423018204
"337",2023-12-01,"Northeastern",2,"Boston University",1,1,1458.91611314335,1662.88961154037,1437.82119711521,1689.42497705012,0.29123751971694,0.633651348716746,0.0751111315663142
"338",2023-12-01,"Holy Cross",0,"New Hampshire",1,0,1555.79014035749,1502.85369379787,1581.45814896058,1482.52609509419,0.645626123770007,0.280643896394963,0.0737299798350301
"339",2023-12-01,"Robert Morris",0,"Penn State",2,0,1693.35908401782,1274.82252227457,1701.42157802398,1270.63388561853,0.929364005604386,0.0366968974035339,0.0339390969920805
"340",2023-12-01,"RIT",4,"Syracuse",1,0,1186.21013928074,1512.10204205499,1163.17639971402,1543.20224266807,0.166260696415402,0.77551447963489,0.0582248239497077
"341",2023-12-01,"Mercyhurst",8,"Lindenwood",5,0,1444.87004441625,1501.83604466263,1377.41372795808,1582.09099546621,0.486908958897742,0.42070874020538,0.0923823008968784
"342",2023-12-01,"Long Island",4,"Post",0,0,1008.32166398649,1718.98054798748,1006.28245242182,1724.99012133048,0.0130843765874994,0.961440234003941,0.02547538940856
"343",2023-12-01,"Franklin Pierce",1,"Stonehill",4,0,1273.58028599682,1318.84703293083,1342.19718541853,1262.72796158731,0.504713793838202,0.405075166224442,0.0902110399373559
"344",2023-12-01,"Saint Michael's",2,"Saint Anselm",5,0,1480.11106379942,954.474115304899,1486.0897703672,952.222500125508,0.956844874678616,0.016252467676848,0.0269026576445362
"345",2023-12-01,"St. Lawrence",0,"Harvard",1,1,1321.97288678846,1819.4550096834,1389.86191472994,1754.49324166658,0.062720511079709,0.896865584504283,0.0404139044160082
"346",2023-12-01,"Rensselaer",0,"Princeton",6,0,1685.08052255138,1462.30445122274,1716.58013467452,1440.11048137056,0.825244224921912,0.123129275002348,0.05162650007574
"347",2023-12-01,"Clarkson",5,"Dartmouth",0,0,1274.3800365407,2026.55980928101,1272.88860064582,2031.99004322574,0.00881055484136437,0.967921266924223,0.0232681782344128
"348",2023-12-01,"Union",1,"Quinnipiac",4,0,1949.71571436905,1350.11359261248,1954.0178170175,1348.98319108942,0.968946832089091,0.00815939348057068,0.022893774430338
"349",2023-12-01,"St. Cloud State",2,"Ohio State",1,0,2169.36765778279,1764.85110245077,2102.39755764096,1834.35506470534,0.924592723407156,0.0404246430503234,0.0349826335425201
"350",2023-12-01,"Bemidji State",2,"Minnesota",9,0,2040.74069970943,1213.12499532129,2043.06995713768,1213.42504507869,0.987710038235956,-0.00158316551918127,0.0138731272832249
"351",2023-12-01,"St. Thomas",1,"Minnesota State",7,0,1565.7047047012,1460.29052403039,1617.79001340799,1420.1201822775,0.711037442059448,0.222859861916255,0.066102696024297
"352",2023-12-02,"Minnesota-Duluth",0,"Wisconsin",3,0,1997.8016361762,1846.69900663314,2030.93166310462,1821.89049177335,0.760862914446698,0.179071268287724,0.0600658172655783
"353",2023-12-02,"Bemidji State",1,"Minnesota",9,0,2043.06995713768,1213.42504507869,2045.47962735791,1213.74391174246,0.987802863058734,-0.00161402184055213,0.0138111587818186
"354",2023-12-02,"St. Cloud State",2,"Ohio State",6,0,2102.39755764096,1834.35506470534,2124.57207728522,1819.48800773036,0.857719635029865,0.09539283494601,0.0468875300241245
"355",2023-12-02,"Minnesota State",3,"St. Thomas",1,0,1420.1201822775,1617.79001340799,1386.01449412461,1660.58148800428,0.29880198303196,0.6251013200815,0.0760966968865397
"356",2023-12-02,"Robert Morris",1,"Penn State",4,0,1701.42157802398,1270.63388561853,1710.66516148803,1265.96930409425,0.93327854473414,0.033669590231643,0.033051865034217
"357",2023-12-02,"Mercyhurst",4,"Lindenwood",1,0,1377.41372795808,1582.09099546621,1337.18191743046,1632.71355162068,0.290398735168386,0.634599435485044,0.07500182934657
"358",2023-12-02,"Syracuse",3,"RIT",1,0,1543.20224266807,1163.17639971402,1438.71088560036,1271.87730808128,0.91545505727859,0.0476648108694493,0.0368801318519606
"359",2023-12-02,"Saint Michael's",1,"Saint Anselm",10,0,1486.0897703672,952.222500125508,1494.59917279362,949.120877747391,0.958419280486492,0.0151559044546708,0.0264248150588367
"360",2023-12-02,"Post",0,"Long Island",6,0,1724.99012133048,1006.28245242182,1728.37713773803,1006.07378901043,0.981209270920914,0.0011576376256511,0.0176330914534349
"361",2023-12-02,"Stonehill",3,"Franklin Pierce",6,0,1262.72796158731,1342.19718541853,1338.58986451755,1279.73083925609,0.452418363242991,0.450890667814047,0.0966909689429618
"362",2023-12-02,"Assumption",0,"Sacred Heart",1,0,1297.35876620432,1179.34033808538,1317.24373378058,1164.11876878443,0.725467092220789,0.210149786019305,0.0643831217599057
"363",2023-12-02,"Union",1,"Princeton",1,1,1716.58013467452,1348.98319108942,1679.64427903183,1389.32830034391,0.910398396029871,0.051721008283423,0.037880595686706
"364",2023-12-02,"Yale",3,"Brown",1,0,1507.91639647955,1668.25211816734,1468.50169802985,1717.04703613908,0.345314541216159,0.572504791972609,0.0821806668112324
"365",2023-12-02,"Rensselaer",2,"Quinnipiac",4,0,1954.0178170175,1440.11048137056,1959.21262159043,1438.06577633766,0.954488005024311,0.0179137836423742,0.0275982113333148
"366",2023-12-02,"St. Lawrence",6,"Dartmouth",5,0,1272.88860064582,1754.49324166658,1267.87329893144,1762.53722342025,0.0692415191404494,0.888944365008992,0.0418141158505589
"367",2023-12-02,"Clarkson",9,"Harvard",1,0,1389.86191472994,2031.99004322574,1385.30771961055,2042.38641281113,0.0230521757965394,0.947376224986903,0.0295715992165577
"368",2023-12-02,"Boston College",2,"Connecticut",2,1,1819.7291126594,1735.31996398245,1803.00153824955,1758.26324873498,0.685861937887157,0.245074613860786,0.0690634482520566
"369",2023-12-02,"Boston University",3,"Providence",3,1,1467.18542795208,1437.82119711521,1456.95413938696,1455.01968966149,0.613680984056954,0.308905638374774,0.077413377568272
"370",2023-12-02,"Holy Cross",0,"Maine",6,0,1654.00218188917,1482.52609509419,1693.50220539036,1453.39826017391,0.780858977070323,0.161597461833528,0.057543561096149
"371",2023-12-02,"Vermont",0,"New Hampshire",1,0,1581.45814896058,1541.80959283334,1608.41760602175,1520.33947139619,0.627796318461821,0.296417625319676,0.0757860562185027
"372",2023-12-03,"Minnesota-Duluth",3,"Wisconsin",2,0,2030.93166310462,1821.89049177335,1971.95905975891,1884.71298835818,0.814178862183928,0.132669309354511,0.0531518284615604
"373",2023-12-03,"Brown",2,"Yale",4,0,1717.04703613908,1468.50169802985,1734.80046624041,1456.32701781685,0.844461132227754,0.106663104820368,0.0488757629518784
"374",2023-12-05,"Princeton",6,"Long Island",3,0,1728.37713773803,1679.64427903183,1639.70646119621,1778.61883260195,0.640037124269938,0.285588075861266,0.074374799868796
"375",2023-12-05,"Colgate",9,"Syracuse",0,0,1271.87730808128,1913.08540482746,1267.12622558884,1923.90034920698,0.023215899143526,0.947153378549568,0.029630722306906
"376",2023-12-05,"Minnesota",1,"St. Cloud State",1,1,1819.48800773036,2045.47962735791,1840.58657106464,2030.83946646404,0.265571518508103,0.662668454376273,0.0717600271156245
"377",2023-12-06,"Post",1,"Dartmouth",7,0,1267.87329893144,1006.07378901043,1294.26350413907,988.248247175115,0.853590553829659,0.0988938012138245,0.0475156449565165
"378",2023-12-08,"Yale",2,"Penn State",3,0,1710.66516148803,1734.80046624041,1744.23686937086,1707.4872838087,0.536507235989257,0.377087232600285,0.0864055314104585
"379",2023-12-08,"Sacred Heart",3,"Post",0,0,988.248247175115,1317.24373378058,965.57519197331,1347.93066557363,0.163657227121002,0.778497510749999,0.0578452621289996
"380",2023-12-08,"Assumption",0,"Franklin Pierce",4,0,1338.58986451755,1164.11876878443,1372.30302247436,1139.31736102672,0.783683232135663,0.159135503458508,0.0571812644058292
"381",2023-12-08,"Long Island",3,"Saint Michael's",1,0,949.120877747391,1639.70646119621,947.341811801898,1644.52332710347,0.0155865036376004,0.957799148381523,0.0266143479808767
"382",2023-12-08,"Merrimack",2,"Vermont",4,0,1520.33947139619,1504.06371098111,1566.52726724697,1466.95366165419,0.595345945514434,0.325123371784405,0.0795306827011615
"383",2023-12-08,"Providence",6,"New Hampshire",0,0,1608.41760602175,1456.95413938696,1471.20658479281,1604.98377215543,0.761229004039295,0.178750738013779,0.0600202579469263
"384",2023-12-08,"Holy Cross",1,"Boston University",2,0,1455.01968966149,1453.39826017391,1485.84918003831,1428.50558442817,0.574366435044978,0.343669590039559,0.0819639749154636
"385",2023-12-08,"Union",3,"Rensselaer",2,0,1438.06577633766,1389.32830034391,1391.70616077107,1441.07497990693,0.640043289797284,0.285582621451532,0.074374088751184
"386",2023-12-08,"Bemidji State",2,"St. Thomas",4,0,1386.01449412461,1213.74391174246,1410.94172379275,1195.37379313776,0.781611043209437,0.160941712801899,0.0574472439886636
"387",2023-12-08,"Minnesota-Duluth",2,"St. Cloud State",1,1,1840.58657106464,1884.71298835818,1803.90391998889,1927.9146558262,0.50644260928526,0.403555507675946,0.0900018830387941
"388",2023-12-08,"Wisconsin",3,"Minnesota",5,0,2030.83946646404,1971.95905975891,2070.39570153434,1940.71539993704,0.6534454479471,0.273727580868662,0.0728269711842376
"389",2023-12-09,"Yale",3,"Penn State",1,0,1744.23686937086,1707.4872838087,1673.03035736588,1787.39611762509,0.623844529877086,0.299913905883722,0.076241564239192
"390",2023-12-09,"Dartmouth",3,"Maine",6,0,1693.50220539036,1294.26350413907,1704.2096483278,1288.45807824422,0.922712205959811,0.0419043616200025,0.0353834324201867
"391",2023-12-09,"Bemidji State",4,"St. Thomas",0,0,1410.94172379275,1195.37379313776,1283.22037564163,1331.2651196132,0.819509974554205,0.128068258641795,0.0524217668039997
"392",2023-12-09,"Wisconsin",5,"Minnesota",1,0,2070.39570153434,1940.71539993704,1955.32226544843,2065.5808373094,0.738356038702665,0.198814662661937,0.0628292986353984
"393",2023-12-09,"Minnesota-Duluth",1,"St. Cloud State",5,0,1803.90391998889,1927.9146558262,1898.54607119102,1847.06874054206,0.392739052271438,0.518738918249804,0.0885220294787578
"394",2023-12-09,"Minnesota State",1,"Ohio State",6,0,2124.57207728522,1660.58148800428,2134.2560243978,1656.1042912631,0.942792749316801,0.0264487314266349,0.030758519256564
"395",2023-12-09,"Quinnipiac",6,"Princeton",5,1,1778.61883260195,1959.21262159043,1755.45980767503,1988.08119865834,0.319734715690814,0.601438907279818,0.0788263770293683
"396",2023-12-09,"Rensselaer",1,"Union",3,0,1441.07497990693,1391.70616077107,1482.06479291112,1359.19442148304,0.640885785536587,0.284837301259864,0.0742769132035488
"397",2023-12-09,"Providence",1,"Boston University",5,0,1485.84918003831,1604.98377215543,1579.48209723859,1525.28488420418,0.399214691177179,0.51137914359976,0.0894061652230608
"398",2023-12-09,"Post",3,"Sacred Heart",2,0,1347.93066557363,965.57519197331,1281.55611851289,1034.60766438768,0.916370486259402,0.0469340565720677,0.0366954571685303
"399",2023-12-09,"Long Island",3,"Saint Michael's",1,0,947.341811801898,1644.52332710347,945.660533141662,1649.19907611878,0.0147297833562466,0.959035481950323,0.0262347346934302
"400",2023-12-09,"Franklin Pierce",0,"Assumption",4,0,1139.31736102672,1372.30302247436,1255.00867273061,1267.63422477711,0.257679430392373,0.671595821522326,0.0707247480853014
"401",2023-12-10,"Minnesota State",1,"Ohio State",4,0,2134.2560243978,1656.1042912631,2141.68095425415,1652.81172306995,0.946405836309098,0.0237662095294039,0.0298279541614983
"402",2023-12-10,"Brown",4,"New Hampshire",2,0,1471.20658479281,1456.32701781685,1403.47883485462,1533.15864785235,0.593366886400354,0.326873473091387,0.0797596405082594
"403",2023-12-29,"Colgate",8,"Maine",2,0,1704.2096483278,1923.90034920698,1655.03913527454,1986.1758293976,0.272791648545355,0.654503688282628,0.0727046631720168
"404",2023-12-29,"Bemidji State",3,"Robert Morris",1,0,1265.96930409425,1331.2651196132,1211.84685417864,1396.1119251206,0.474170035474225,0.431873240849528,0.0939567236762473
"405",2023-12-29,"RIT",7,"Saint Michael's",0,0,945.660533141662,1438.71088560036,933.438376655027,1458.66569920244,0.0644882931671191,0.894711553474804,0.0408001533580773
"406",2023-12-30,"Maine",6,"Robert Morris",2,0,1211.84685417864,1655.03913527454,1198.24017390827,1675.72081564894,0.0873057665266022,0.867298273916523,0.045395959556875
"407",2023-12-30,"RIT",3,"Saint Michael's",0,0,933.438376655027,1458.66569920244,926.161542534466,1471.21733948378,0.0525251883255521,0.909400536187925,0.0380742754865233
"408",2023-12-30,"Saint Anselm",1,"Boston College",5,0,1758.26324873498,1494.59917279362,1780.88732725428,1479.3510823563,0.854835089982522,0.0978376942240607,0.0473272157934172
"409",2023-12-30,"Long Island",0,"Quinnipiac",7,0,1988.08119865834,1649.19907611878,2007.50050647268,1637.41623463232,0.89753706583588,0.0621703164209504,0.0402926177431691
"410",2023-12-30,"Bemidji State",0,"Colgate",6,0,1986.1758293976,1396.1119251206,1992.01194172533,1394.48932103993,0.967622003430095,0.00900199763269916,0.023375998937206
"411",2023-12-31,"Dartmouth",5,"New Hampshire",0,0,1403.47883485462,1288.45807824422,1281.24600258934,1421.6581605322,0.722082039051546,0.21312968669826,0.0647882742501939
"412",2024-01-01,"Union",6,"Saint Michael's",0,0,926.161542534466,1482.06479291112,918.435732692267,1496.21450932667,0.0428617940373856,0.921499202921343,0.0356390030412716
"413",2024-01-02,"Northeastern",2,"Yale",1,1,1787.39611762509,1689.42497705012,1736.52885429135,1745.15518608431,0.702276111852931,0.230585804144691,0.0671380840023782
"414",2024-01-02,"Sacred Heart",1,"Harvard",2,0,1385.30771961055,1281.55611851289,1406.37849543691,1265.28995134714,0.709095761177938,0.22457155905888,0.066332679763182
"415",2024-01-02,"Saint Michael's",0,"Vermont",6,0,1566.52726724697,918.435732692267,1571.06893076063,917.605171422423,0.974803438074969,0.00460784653138313,0.0205887153936477
"416",2024-01-03,"Franklin Pierce",3,"Dartmouth",2,0,1421.6581605322,1267.63422477711,1366.33355898554,1327.28286469149,0.763814357558254,0.176487741407343,0.0596979010344025
"417",2024-01-05,"Princeton",6,"Providence",1,0,1525.28488420418,1755.45980767503,1481.13110830758,1811.65589628913,0.260835390462426,0.668025476451983,0.0711391330855912
"418",2024-01-05,"Vermont",1,"Rensselaer",5,0,1359.19442148304,1571.06893076063,1471.11267619844,1470.66686997651,0.281888835330417,0.644218773677814,0.0738923909917694
"419",2024-01-05,"Yale",2,"Mercyhurst",0,0,1632.71355162068,1736.52885429135,1584.81264996818,1794.95768834026,0.419662677340522,0.48810147439948,0.0922358482599982
"420",2024-01-05,"Lindenwood",1,"Minnesota State",6,0,1652.81172306995,1337.18191743046,1672.14096284726,1325.02211383562,0.885813847122294,0.0718332023524894,0.0423529505252164
"421",2024-01-05,"RIT",1,"Brown",4,0,1533.15864785235,1471.21733948378,1580.61782344521,1433.7837340735,0.657433150943076,0.270200906232583,0.0723659428243416
"422",2024-01-05,"Union",2,"Penn State",1,1,1673.03035736588,1496.21450932667,1616.10794653615,1557.25823748399,0.78587379652265,0.157227079780824,0.0568991236965267
"423",2024-01-05,"Minnesota-Duluth",1,"Quinnipiac",2,0,2007.50050647268,1847.06874054206,2024.14615034546,1834.68921572441,0.770189365573484,0.170912370466753,0.0588982639597634
"424",2024-01-05,"Connecticut",3,"Minnesota",5,0,1955.32226544843,1803.00153824955,1982.47685449997,1782.68540816269,0.762097013828147,0.177990836316709,0.0599121498551441
"425",2024-01-05,"Merrimack",1,"Wisconsin",6,0,2065.5808373094,1466.95366165419,2070.85990988558,1465.55827645532,0.968814242299211,0.00824314196920782,0.0229426157315811
"426",2024-01-05,"Stonehill",3,"Post",0,0,1034.60766438768,1279.73083925609,1000.76253920194,1323.12978886851,0.244298763010175,0.686740419836866,0.0689608171529587
"427",2024-01-05,"Sacred Heart",2,"Long Island",1,0,1637.41623463232,1265.28995134714,1571.33831001745,1334.085019225,0.912275301177246,0.0502116760842802,0.0375130227384741
"428",2024-01-05,"Saint Michael's",1,"Franklin Pierce",3,0,1327.28286469149,917.605171422423,1335.68521935527,913.15153199569,0.926386465963743,0.0390186025994085,0.0345949314368488
"429",2024-01-05,"Saint Anselm",6,"Assumption",2,0,1255.00867273061,1479.3510823563,1213.32614451285,1532.25583647697,0.267451355106814,0.660542467403884,0.0720061774893021
"430",2024-01-05,"St. Lawrence",3,"Colgate",7,0,1992.01194172533,1762.53722342025,2018.43947536598,1744.04213840347,0.830430638770312,0.118671677608229,0.0508976836214587
"431",2024-01-05,"Clarkson",2,"Cornell",3,1,1762.19641436345,2042.38641281113,1819.56198299068,1989.66309048421,0.208007943626666,0.727900959892323,0.0640910964810108
"432",2024-01-05,"Northeastern",6,"Holy Cross",1,0,1428.50558442817,1745.15518608431,1399.01933638786,1784.69132197098,0.174187979729682,0.766442999902799,0.0593690203675191
"433",2024-01-06,"Princeton",2,"Providence",1,0,1481.13110830758,1811.65589628913,1469.36922658068,1827.59414100597,0.162385157484279,0.779955755510847,0.0576590870048746
"434",2024-01-06,"Union",2,"Penn State",6,0,1616.10794653615,1557.25823748399,1670.1250312904,1514.59202277903,0.653405320306641,0.273763071196308,0.0728316084970512
"435",2024-01-06,"Yale",0,"Mercyhurst",2,0,1584.81264996818,1794.95768834026,1666.54679122823,1721.68800205187,0.28392227770236,0.64192012373284,0.0741575985648005
"436",2024-01-06,"Connecticut",1,"Minnesota",3,0,1982.47685449997,1782.68540816269,2004.57526883947,1766.77379337934,0.806394464263485,0.139402613112311,0.0542029226242038
"437",2024-01-06,"Minnesota-Duluth",2,"Quinnipiac",2,1,2024.14615034546,1834.68921572441,1997.38239699503,1866.43900969404,0.797375037227019,0.147224511448516,0.0554004513244651
"438",2024-01-06,"Vermont",1,"Rensselaer",5,0,1471.11267619844,1470.66686997651,1537.71331737418,1416.8712630223,0.572664315360639,0.345173591763275,0.0821620928760858
"439",2024-01-06,"RIT",0,"Brown",3,0,1580.61782344521,1433.7837340735,1614.35235661615,1408.44571958292,0.75649950534511,0.182893269361871,0.0606072252930196
"440",2024-01-06,"Lindenwood",3,"Minnesota State",4,0,1672.14096284726,1325.02211383562,1679.28262406297,1320.74775115813,0.901401849794211,0.0590120758434209,0.0395860743623685
"441",2024-01-06,"Merrimack",1,"Wisconsin",6,0,2070.85990988558,1465.55827645532,2075.98745295376,1464.25816265867,0.969709392432585,0.00768033272150493,0.0226102748459096
"442",2024-01-06,"Stonehill",4,"Post",0,0,1000.76253920194,1323.12978886851,974.384304297229,1358.65003591055,0.16925304131589,0.772088243892186,0.0586587147919237
"443",2024-01-06,"Saint Michael's",0,"Franklin Pierce",4,0,1335.68521935527,913.15153199569,1346.49088739018,907.589798132561,0.930666620228165,0.0356862532585953,0.0336471265132397
"444",2024-01-06,"Saint Anselm",4,"Assumption",2,0,1213.32614451285,1532.25583647697,1193.67007266598,1558.65593272343,0.172208026418803,0.768707170624606,0.0590848029565904
"445",2024-01-06,"Boston College",3,"Maine",2,0,1675.72081564894,1780.88732725428,1645.45480328929,1817.81585667885,0.41785415782605,0.490162781304283,0.0919830608696677
"446",2024-01-06,"Clarkson",1,"Colgate",0,0,2018.43947536598,1989.66309048421,1974.04835054538,2039.66822804114,0.612866203067749,0.309626441946505,0.0775073549857459
"447",2024-01-06,"St. Lawrence",1,"Cornell",3,0,1819.56198299068,1744.04213840347,1856.68138619018,1714.95293332748,0.674794678375889,0.254852273396865,0.0703530482272461
"448",2024-01-08,"Boston University",4,"Maine",3,0,1645.45480328929,1579.48209723859,1597.45816454686,1632.67666241549,0.662644117826778,0.265593036545909,0.0717628456273132
"449",2024-01-09,"Sacred Heart",0,"Assumption",1,0,1193.67007266598,1334.085019225,1239.22117560396,1294.73448179712,0.371119078059594,0.54327558852274,0.0856053334176666
"450",2024-01-09,"Brown",1,"Connecticut",2,0,1766.77379337934,1614.35235661615,1783.99820798395,1601.46657980454,0.762198826421791,0.177901712110798,0.0598994614674111
"451",2024-01-09,"Syracuse",0,"Colgate",12,0,1974.04835054538,1267.12622558884,1978.42420297868,1266.76686470665,0.980285291817059,0.00161904338247132,0.01809566480047
"452",2024-01-12,"Holy Cross",0,"Boston College",5,0,1817.81585667885,1399.01933638786,1829.75852910289,1392.818590263,0.929449485086297,0.0366304807186376,0.0339200341950659
"453",2024-01-12,"New Hampshire",4,"Boston University",1,0,1632.67666241549,1281.24600258934,1507.52421823648,1411.83211457286,0.90336753469923,0.0574115046464723,0.0392209606542977
"454",2024-01-12,"Connecticut",2,"Merrimack",1,0,1464.25816265867,1783.99820798395,1451.83548246636,1800.6932243931,0.171508175838165,0.769507725740683,0.0589840984211512
"455",2024-01-12,"Providence",6,"Vermont",0,0,1416.8712630223,1469.36922658068,1327.87813679898,1574.86374554099,0.493722357246235,0.414730049521587,0.0915475932321779
"456",2024-01-12,"Northeastern",0,"Maine",1,1,1597.45816454686,1784.69132197098,1647.32598805205,1740.4554170625,0.311522206963794,0.610723228800559,0.0777545642356471
"457",2024-01-12,"St. Thomas",1,"Wisconsin",5,0,2075.98745295376,1283.22037564163,2078.17332426955,1283.36932591834,0.985974597259485,-0.000955723058346732,0.0149811257988618
"458",2024-01-12,"Bemidji State",0,"Minnesota-Duluth",2,0,1866.43900969404,1394.48932103993,1872.73343743795,1391.64562866251,0.944854140356311,0.0249137597721533,0.0302320998715358
"459",2024-01-12,"Ohio State",7,"Minnesota",0,0,2004.57526883947,2141.68095425415,1933.41667941954,2229.17408062633,0.375457144644566,0.538356231180081,0.0861866241753524
