"","...1","Date","Visitor","Visitor_Score","Home","Home_Score","OT","Division","Home_Prob","Visitor_Prob","Home_Elo_Before","Visitor_Elo_Before","Home_Elo_After","Visitor_Elo_After","Tie","Elo_Diff"
"568",568,2024-01-27,"Sacred Heart",2,"Stonehill",2,1,"NEWHA",0.443866738100015,0.556133261899985,1253.57476796512,1307.74527557021,1258.62676153612,1302.69328199921,1,54.1705076050912
"569",569,2024-01-27,"Assumption",2,"Saint Michael's",2,1,"NEWHA",0.0807455960049598,0.91925440399504,764.8820246942,1202.40877455459,802.614921053754,1164.67587819504,1,437.526749860393
"570",570,2024-01-27,"Franklin Pierce",2,"Post",0,0,"NEWHA",0.165852451056359,0.834147548943642,995.528249937102,1291.13664348334,977.947890125128,1308.71700329532,0,295.608393546241
"571",571,2024-01-27,"Long Island",2,"Saint Anselm",1,1,"NEWHA",0.305847956105357,0.694152043894642,1381.74571558956,1539.12532526058,1351.77261589123,1569.09842495891,0,157.379609671027
"572",572,2024-01-27,"Providence",3,"Boston College",1,0,"Hockey East",0.652230693516111,0.347769306483889,1633.51066910897,1539.2666758039,1564.37421559626,1608.4031293166,0,94.243993305071
"573",573,2024-01-27,"Vermont",0,"Connecticut",0,1,"Hockey East",0.966695580411542,0.0333044195884581,1777.14961644414,1207.03447098021,1735.1470142071,1249.03707321724,1,570.115145463936
"574",574,2024-01-27,"Maine",2,"New Hampshire",4,0,"Hockey East",0.526720732429881,0.473279267570119,1466.19833243755,1462.61315928374,1516.36593479998,1412.4455569213,0,3.58517315381596
"575",575,2024-01-27,"Boston University",2,"Holy Cross",3,0,"Hockey East",0.368900830758129,0.631099169241871,1290.09560831478,1398.37079840792,1351.94332690049,1336.52307982222,0,108.275190093138
"576",576,2024-01-27,"Merrimack",3,"Northeastern",4,0,"Hockey East",0.862255488847691,0.137744511152309,1701.46533628647,1397.84067006954,1714.9642983794,1384.34170797661,0,303.624666216935
"577",577,2024-01-27,"St. Lawrence",4,"Clarkson",6,0,"ECAC",0.610791137112162,0.389208862887838,1891.27198283228,1827.98798069955,1932.52812229839,1786.73184123344,0,63.2840021327295
"578",578,2024-01-27,"Quinnipiac",1,"Brown",4,0,"ECAC",0.220426837151359,0.779573162848641,1488.99280379623,1723.42976811969,1577.86414436098,1634.55842755495,0,234.436964323459
"579",579,2024-01-27,"Harvard",2,"Cornell",7,0,"ECAC",0.926148425235652,0.0738515747643484,1841.02403126032,1416.69569836096,1850.62473597969,1407.0949936416,0,424.328332899357
"580",580,2024-01-27,"Dartmouth",0,"Colgate",5,0,"ECAC",0.986108744486148,0.0138912555138521,2031.65918071482,1306.18585661164,2033.46504393162,1304.37999339484,0,725.473324103173
"581",581,2024-01-27,"Princeton",1,"Yale",1,1,"ECAC",0.515495977555842,0.484504022444158,1610.49318824019,1614.72203071553,1609.09855026016,1616.11666869555,1,4.22884247533989
"582",582,2024-01-27,"Rensselaer",1,"Union",0,0,"Non-Conference",0.428288025540733,0.571711974459267,1347.10397242633,1412.28051498545,1305.13174592334,1454.25274148844,0,65.1765425591184
"583",583,2024-01-31,"Harvard",3,"Union",1,0,"ECAC",0.377399513728236,0.622600486271764,1305.13174592334,1407.0949936416,1265.12739746815,1447.09934209679,0,101.963247718257
"584",584,2024-02-01,"Northeastern",3,"New Hampshire",2,1,"Hockey East",0.257906689894728,0.742093310105272,1516.36593479998,1714.9642983794,1491.0910791903,1740.23915398908,0,198.598363579414
"585",585,2024-02-02,"Mercyhurst",0,"Penn State",4,0,"CHA",0.542833071064028,0.457166928935972,1556.16024849757,1541.32365170413,1611.93461382776,1485.54928637394,0,14.8365967934353
"586",586,2024-02-02,"Syracuse",7,"Lindenwood",7,1,"CHA",0.561666120995699,0.438333879004301,1294.62803297829,1266.55875705333,1289.07808208867,1272.10870794294,1,28.0692759249612
"587",587,2024-02-02,"Robert Morris",3,"RIT",2,1,"CHA",0.472164940474064,0.527835059525936,1226.83840647853,1261.20020522931,1180.56624231207,1307.47236939576,0,34.3617987507776
"588",588,2024-02-02,"Assumption",2,"Post",3,1,"NEWHA",0.271199412272706,0.728800587727294,977.947890125128,1164.67587819504,1049.3703477224,1093.25342059777,0,186.727988069912
"589",589,2024-02-02,"Saint Michael's",2,"Sacred Heart",5,0,"NEWHA",0.95096903149535,0.04903096850465,1302.69328199921,802.614921053754,1308.28281240875,797.025390644224,0,500.078360945461
"590",590,2024-02-02,"Stonehill",2,"Long Island",3,0,"NEWHA",0.866870296849091,0.133129703150909,1569.09842495891,1258.62676153612,1582.1451358677,1245.58005062733,0,310.471663422788
"591",591,2024-02-02,"Franklin Pierce",1,"Saint Anselm",3,0,"NEWHA",0.582779726287363,0.417220273712637,1351.77261589123,1308.71700329532,1395.99796490477,1264.49165428178,0,43.0556125959145
"592",592,2024-02-02,"St. Cloud State",2,"Wisconsin",5,0,"WCHA",0.885711879619208,0.114288120380792,2010.09008491395,1669.37353312655,2023.11893063737,1656.34468740314,0,340.716551787402
"593",593,2024-02-02,"Bemidji State",1,"Ohio State",11,0,"WCHA",0.991597700196884,0.00840229980311602,2178.13452046561,1364.35958555838,2179.56291143214,1362.93119459185,0,813.774934907238
"594",594,2024-02-02,"St. Thomas",1,"Minnesota",3,0,"WCHA",0.967845446314626,0.0321545536853741,1890.82699366314,1314.40158357089,1894.23537635379,1310.99320088024,0,576.425410092259
"595",595,2024-02-02,"Minnesota State",0,"Minnesota-Duluth",3,0,"WCHA",0.739329964425739,0.260670035574261,1731.03157555146,1564.93269677748,1760.74795960692,1535.21631272201,0,166.09887877398
"596",596,2024-02-02,"Yale",1,"Rensselaer",4,0,"ECAC",0.308953318236879,0.691046681763121,1454.25274148844,1609.09855026016,1533.03206320944,1530.31922853916,0,154.845808771716
"597",597,2024-02-02,"Cornell",1,"St. Lawrence",2,0,"ECAC",0.430098294145008,0.569901705854992,1786.73184123344,1850.62473597969,1842.58220840723,1794.7743688059,0,63.8928947462493
"598",598,2024-02-02,"Brown",4,"Union",2,0,"ECAC",0.152657195208042,0.847342804791958,1265.12739746815,1577.86414436098,1248.9457347761,1594.04580705303,0,312.736746892828
"599",599,2024-02-02,"Colgate",1,"Clarkson",3,0,"ECAC",0.378788715332699,0.621211284667301,1932.52812229839,2033.46504393162,1998.37651847312,1967.61664775689,0,100.936921633231
"600",600,2024-02-02,"Boston College",3,"Boston University",0,0,"Hockey East",0.227010423226372,0.772989576773628,1336.52307982222,1564.37421559626,1310.64389157441,1590.25340384406,0,227.851135774041
"601",601,2024-02-02,"Holy Cross",3,"Vermont",6,0,"Hockey East",0.376124863796776,0.623875136203224,1249.03707321724,1351.94332690049,1320.15883874441,1280.82156137332,0,102.906253683243
"602",602,2024-02-02,"Connecticut",2,"Providence",2,1,"Hockey East",0.34451235330234,0.65548764669766,1608.4031293166,1735.1470142071,1622.39701751939,1721.15312600431,1,126.743884890499
"603",603,2024-02-02,"Merrimack",3,"Maine",2,1,"Hockey East",0.561715118160145,0.438284881839855,1412.4455569213,1384.34170797661,1357.39747534161,1439.3897895563,0,28.1038489446926
"604",604,2024-02-03,"Mercyhurst",2,"Penn State",3,1,"CHA",0.692935557530874,0.307064442469126,1611.93461382776,1485.54928637394,1642.02692918973,1455.45697101197,0,126.385327453813
"605",605,2024-02-03,"Robert Morris",2,"RIT",3,1,"CHA",0.344301477997787,0.655698522002213,1180.56624231207,1307.47236939576,1244.82469746829,1243.21391423955,0,126.906127083694
"606",606,2024-02-03,"Syracuse",4,"Lindenwood",5,1,"CHA",0.545878220057903,0.454121779942097,1289.07808208867,1272.10870794294,1333.582016523,1227.60477350861,0,16.9693741457352
"607",607,2024-02-03,"Boston University",3,"Boston College",0,0,"Hockey East",0.844999629023159,0.155000370976841,1590.25340384406,1310.64389157441,1493.92344613542,1406.97384928305,0,279.609512269654
"608",608,2024-02-03,"Providence",1,"Connecticut",2,1,"Hockey East",0.658098695033904,0.341901304966096,1721.15312600431,1622.39701751939,1754.65945389099,1588.89068963271,0,98.7561084849208
"609",609,2024-02-03,"Merrimack",2,"Maine",1,0,"Hockey East",0.404767619789365,0.595232380210635,1357.39747534161,1439.3897895563,1317.73024860225,1479.05701629566,0,81.9923142146961
"610",610,2024-02-03,"New Hampshire",3,"Northeastern",4,1,"Hockey East",0.820620714963729,0.179379285036271,1740.23915398908,1491.0910791903,1757.81832392264,1473.51190925675,0,249.14807479878
"611",611,2024-02-03,"Holy Cross",2,"Vermont",3,1,"Hockey East",0.577566246952345,0.422433753047655,1320.15883874441,1280.82156137332,1361.55734654308,1239.42305357465,0,39.3372773710926
"612",612,2024-02-03,"St. Thomas",2,"Minnesota",5,0,"WCHA",0.969044468291851,0.0309555317081487,1894.23537635379,1310.99320088024,1897.76430696852,1307.46427026551,0,583.242175473558
"613",613,2024-02-03,"Bemidji State",1,"Ohio State",9,0,"WCHA",0.991733612856441,0.00826638714355932,2179.56291143214,1362.93119459185,2180.83593505225,1361.65817097174,0,816.631716840297
"614",614,2024-02-03,"Minnesota State",1,"Minnesota-Duluth",2,0,"WCHA",0.799730600076675,0.200269399923325,1760.74795960692,1535.21631272201,1780.37436079941,1515.58991152953,0,225.531646884912
"615",615,2024-02-03,"St. Cloud State",1,"Wisconsin",2,1,"WCHA",0.900040009229469,0.0999599907705314,2023.11893063737,1656.34468740314,2032.91500973288,1646.54860830763,0,366.774243234223
"616",616,2024-02-03,"Stonehill",1,"Long Island",2,0,"NEWHA",0.883270408009673,0.116729591990327,1582.1451358677,1245.58005062733,1593.58463588275,1234.14055061228,0,336.565085240366
"617",617,2024-02-03,"Saint Michael's",0,"Sacred Heart",1,0,"NEWHA",0.953883961583591,0.046116038416409,1308.28281240875,797.025390644224,1312.80218417355,792.506018879416,0,511.257421764521
"618",618,2024-02-03,"Post",0,"Assumption",0,1,"NEWHA",0.583937438627015,0.416062561372985,1093.25342059777,1049.3703477224,1085.69905112133,1056.92471719883,1,43.8830728753621
"619",619,2024-02-03,"Saint Anselm",1,"Franklin Pierce",2,1,"NEWHA",0.338348123382556,0.661651876617444,1264.49165428178,1395.99796490477,1329.33353819029,1331.15608099626,0,131.506310622993
"620",620,2024-02-03,"Colgate",2,"St. Lawrence",3,1,"ECAC",0.346737925927658,0.653262074072342,1842.58220840723,1967.61664775689,1906.60189166632,1903.5969644978,0,125.034439349659
"621",621,2024-02-03,"Yale",4,"Union",0,0,"ECAC",0.177501282406178,0.822498717593823,1248.9457347761,1530.31922853916,1227.29057832254,1551.97438499272,0,281.373493763068
"622",622,2024-02-03,"Dartmouth",2,"Harvard",0,0,"ECAC",0.712571382982893,0.287428617017107,1447.09934209679,1304.37999339484,1371.56677550061,1379.91255999103,0,142.719348701948
"623",623,2024-02-03,"Cornell",3,"Clarkson",0,0,"ECAC",0.778746268266733,0.221253731733267,1998.37651847312,1794.7743688059,1909.59944389071,1883.5514433883,0,203.602149667225
"624",624,2024-02-03,"Brown",0,"Rensselaer",2,0,"ECAC",0.434165360752899,0.5658346392471,1533.03206320944,1594.04580705303,1593.01053496963,1534.06733529284,0,61.0137438435897
"625",625,2024-02-03,"Princeton",1,"Quinnipiac",3,0,"ECAC",0.547978482922162,0.452021517077838,1634.55842755495,1616.11666869555,1682.4727083652,1568.2023878853,0,18.441758859394
"626",626,2024-02-06,"Long Island",3,"Sacred Heart",1,0,"NEWHA",0.17799854658221,0.82200145341779,1312.80218417355,1593.58463588275,1293.93433823584,1612.45248182046,0,280.782451709196
"627",627,2024-02-09,"Vermont",2,"Boston College",2,1,"Hockey East",0.700211973169414,0.299788026830586,1493.92344613542,1361.55734654308,1475.90436855018,1379.57642412833,1,132.366099592343
"628",628,2024-02-09,"Maine",3,"Boston University",1,0,"Hockey East",0.645673328142258,0.354326671857742,1406.97384928305,1317.73024860225,1338.53247649997,1386.17162138533,0,89.2436006808011
"629",629,2024-02-09,"Providence",1,"Holy Cross",1,1,"Hockey East",0.127266105127791,0.872733894872209,1239.42305357465,1588.89068963271,1272.96910411315,1555.34463909422,1,349.467636058066
"630",630,2024-02-09,"Connecticut",2,"Northeastern",2,1,"Hockey East",0.526108945260096,0.473891054739904,1757.81832392264,1754.65945389099,1755.46851884923,1757.0092589644,1,3.15887003164494
"631",631,2024-02-09,"New Hampshire",3,"Merrimack",2,0,"Hockey East",0.529532371045311,0.470467628954689,1479.05701629566,1473.51190925675,1427.16284393322,1525.40608161919,0,5.54510703891651
"632",632,2024-02-09,"Brown",3,"Harvard",1,0,"ECAC",0.299625574499188,0.700374425500812,1371.56677550061,1534.06733529284,1339.80646460369,1565.82764618975,0,162.500559792232
"633",633,2024-02-09,"Clarkson",1,"Princeton",0,1,"ECAC",0.132516136349465,0.867483863650535,1568.2023878853,1909.59944389071,1555.21580652305,1922.58602525296,0,341.397056005413
"634",634,2024-02-09,"Yale",4,"Dartmouth",0,0,"ECAC",0.288204461256117,0.711795538743883,1379.91255999103,1551.97438499272,1344.75161571778,1587.13532926596,0,172.061825001688
"635",635,2024-02-09,"Rensselaer",0,"Cornell",1,1,"ECAC",0.85306367364966,0.14693632635034,1883.5514433883,1593.01053496963,1897.95120337064,1578.6107749873,0,290.540908418672
"636",636,2024-02-09,"Union",2,"Colgate",3,0,"ECAC",0.981647733682533,0.0183522663174667,1903.5969644978,1227.29057832254,1905.39548659691,1225.49205622343,0,676.306386175253
"637",637,2024-02-09,"St. Lawrence",4,"Quinnipiac",3,1,"ECAC",0.230792034110135,0.769207965889865,1682.4727083652,1906.60189166632,1659.8550890224,1929.21951100911,0,224.129183301119
"638",638,2024-02-09,"Lindenwood",0,"Mercyhurst",3,0,"CHA",0.687383588876124,0.312616411123876,1455.45697101197,1333.582016523,1491.09524188009,1297.94374565488,0,121.874954488968
"639",639,2024-02-09,"Syracuse",0,"RIT",1,0,"CHA",0.546235730778027,0.453764269221973,1244.82469746829,1227.60477350861,1289.29359585204,1183.13587512486,0,17.2199239596735
"640",640,2024-02-09,"Penn State",4,"Robert Morris",4,1,"CHA",0.0989090623076094,0.901090937692391,1243.21391423955,1642.02692918973,1279.31209863186,1605.92874479741,1,398.813014950181
"641",641,2024-02-09,"Post",0,"Long Island",3,0,"NEWHA",0.963883541873232,0.0361164581267684,1612.45248182046,1056.92471719883,1616.56975804692,1052.80744097238,0,555.52776462163
"642",642,2024-02-09,"Assumption",1,"Sacred Heart",0,0,"NEWHA",0.783307426933494,0.216692573066506,1293.93433823584,1085.69905112133,1217.17021039636,1162.46317896082,0,208.235287114505
"643",643,2024-02-09,"Stonehill",3,"Franklin Pierce",2,0,"NEWHA",0.653468776277043,0.346531223722957,1329.33353819029,1234.14055061228,1265.29359811514,1298.18049068743,0,95.1929875780077
"644",644,2024-02-09,"Saint Anselm",2,"Saint Michael's",0,0,"NEWHA",0.0467807981237644,0.953219201876236,792.506018879416,1331.15608099626,787.547254278297,1336.11484559738,0,538.650062116846
"645",645,2024-02-09,"Minnesota-Duluth",4,"St. Thomas",1,0,"WCHA",0.0668607481318495,0.93313925186815,1307.46427026551,1780.37436079941,1299.84214497848,1787.99648608644,0,472.910090533904
"646",646,2024-02-09,"Minnesota",1,"St. Cloud State",0,0,"WCHA",0.204278195252567,0.795721804747433,1646.54860830763,1897.76430696852,1626.52934517288,1917.78357010327,0,251.215698660893
"647",647,2024-02-09,"Wisconsin",10,"Bemidji State",0,0,"WCHA",0.0223632753162995,0.9776367246837,1361.65817097174,2032.91500973288,1357.85641416797,2036.71676653665,0,671.25683876114
"648",648,2024-02-09,"Ohio State",3,"Minnesota State",0,0,"WCHA",0.0231323975686784,0.976867602431322,1515.58991152953,2180.83593505225,1512.9528182067,2183.47302837508,0,665.246023522724
"649",649,2024-02-10,"St. Cloud State",1,"Minnesota",5,0,"WCHA",0.853577621237303,0.146422378762697,1917.78357010327,1626.52934517288,1935.64710031232,1608.66581496383,0,291.254224930396
"650",650,2024-02-10,"Wisconsin",7,"Bemidji State",0,0,"WCHA",0.0214260816476623,0.978573918352338,1357.85641416797,2036.71676653665,1354.72820624741,2039.84497445721,0,678.860352368682
"651",651,2024-02-10,"Ohio State",6,"Minnesota State",2,0,"WCHA",0.0224561713195968,0.977543828680403,1512.9528182067,2183.47302837508,1510.21316530571,2186.21268127607,0,670.520210168382
"652",652,2024-02-10,"Minnesota-Duluth",5,"St. Thomas",1,0,"WCHA",0.0615895435649906,0.938410456435009,1299.84214497848,1787.99648608644,1292.32822066355,1795.51041040137,0,488.154341107966
"653",653,2024-02-10,"Lindenwood",2,"Mercyhurst",6,0,"CHA",0.768207326687429,0.231792673312571,1491.09524188009,1297.94374565488,1519.37394802422,1269.66503951074,0,193.151496225212
"654",654,2024-02-10,"RIT",0,"Syracuse",3,0,"CHA",0.371743126344658,0.628256873655342,1183.13587512486,1289.29359585204,1254.75715872157,1217.67231225533,0,106.15772072718
"655",655,2024-02-10,"Penn State",3,"Robert Morris",4,1,"CHA",0.142606288914998,0.857393711085002,1279.31209863186,1605.92874479741,1363.33668231819,1521.90416111108,0,326.616646165551
"656",656,2024-02-10,"Long Island",3,"Post",1,0,"NEWHA",0.0407408564857025,0.959259143514298,1052.80744097238,1616.56975804692,1048.4889101849,1620.8882888344,0,563.762317074533
"657",657,2024-02-10,"Franklin Pierce",1,"Stonehill",2,0,"NEWHA",0.568481677821312,0.431518322178688,1298.18049068743,1265.29359811514,1340.46928626094,1223.00480254163,0,32.8868925722925
"658",658,2024-02-10,"Saint Anselm",11,"Saint Michael's",1,0,"NEWHA",0.0442998909611787,0.955700109038821,787.547254278297,1336.11484559738,780.016272814896,1343.64582706078,0,548.567591319084
"659",659,2024-02-10,"Sacred Heart",1,"Assumption",3,0,"NEWHA",0.443104482619606,0.556895517380394,1162.46317896082,1217.17021039636,1221.49410380314,1158.13928555403,0,54.7070314355401
"660",660,2024-02-10,"Yale",3,"Harvard",0,0,"ECAC",0.20793919607304,0.79206080392696,1339.80646460369,1587.13532926596,1316.10139625136,1610.84039761829,0,247.328864662273
"661",661,2024-02-10,"Brown",3,"Dartmouth",3,1,"ECAC",0.233926888017633,0.766073111982367,1344.75161571778,1565.82764618975,1368.6981957962,1541.88106611134,1,221.076030471967
"662",662,2024-02-10,"Union",1,"Cornell",3,0,"ECAC",0.981244469438914,0.0187555305610863,1897.95120337064,1225.49205622343,1899.93928961011,1223.50396998396,0,672.459147147207
"663",663,2024-02-10,"Rensselaer",0,"Colgate",2,0,"ECAC",0.877339209308624,0.122660790691376,1905.39548659691,1578.6107749873,1918.39753041019,1565.60873117401,0,326.784711609608
"664",664,2024-02-10,"Clarkson",2,"Quinnipiac",1,1,"ECAC",0.193714276714283,0.806285723285717,1659.8550890224,1922.58602525296,1640.8710899044,1941.57002437096,0,262.730936230558
"665",665,2024-02-10,"St. Lawrence",3,"Princeton",1,0,"ECAC",0.112386612855146,0.887613387144854,1555.21580652305,1929.21951100911,1543.30282556041,1941.13249197175,0,374.003704486055
"666",666,2024-02-10,"Vermont",2,"Providence",2,1,"Hockey East",0.749913333361465,0.250086666638535,1555.34463909422,1379.57642412833,1532.85243909168,1402.06862413086,1,175.768214965887
"667",667,2024-02-10,"Merrimack",2,"New Hampshire",1,1,"Hockey East",0.657434098762797,0.342565901237203,1525.40608161919,1427.16284393322,1460.97753994043,1491.59138561198,0,98.2432376859645
"668",668,2024-02-10,"Connecticut",5,"Holy Cross",1,0,"Hockey East",0.0629726378519686,0.937027362148031,1272.96910411315,1757.0092589644,1265.28644229521,1764.69192078234,0,484.040154851251
"669",669,2024-02-10,"Maine",0,"Northeastern",4,0,"Hockey East",0.901338916815651,0.0986610831843493,1755.46851884923,1386.17162138533,1767.50517099772,1374.13496923684,0,369.296897463897
"670",670,2024-02-15,"New Hampshire",4,"Holy Cross",2,0,"Hockey East",0.261122678872901,0.738877321127099,1265.28644229521,1460.97753994043,1237.60743833468,1488.65654390096,0,195.691097645225
"671",671,2024-02-16,"Boston University",4,"Vermont",1,0,"Hockey East",0.611136131836994,0.388863868163006,1402.06862413086,1338.53247649997,1332.39910510144,1408.20199552939,0,63.5361476308888
"672",672,2024-02-16,"Northeastern",3,"Boston College",2,1,"Hockey East",0.169068667364985,0.830931332635015,1475.90436855018,1767.50517099772,1459.33563914841,1784.07390039949,0,291.60080244754
"673",673,2024-02-16,"Connecticut",5,"Merrimack",1,0,"Hockey East",0.184561071402692,0.815438928597308,1491.59138561198,1764.69192078234,1469.07493490085,1787.20837149347,0,273.100535170363
"674",674,2024-02-16,"Providence",1,"Maine",2,1,"Hockey East",0.304215371915153,0.695784628084847,1374.13496923684,1532.85243909168,1442.32186278915,1464.66554553937,0,158.717469854845
"675",675,2024-02-16,"St. Cloud State",0,"Minnesota-Duluth",1,0,"WCHA",0.761679760355636,0.238320239644364,1795.51041040137,1608.66581496383,1818.86579388652,1585.31043147868,0,186.844595437541
"676",676,2024-02-16,"St. Thomas",1,"Ohio State",12,0,"WCHA",0.994685351204883,0.00531464879511667,2186.21268127607,1292.32822066355,2187.1586887616,1291.38221317802,0,893.884460612524
"677",677,2024-02-16,"Bemidji State",0,"Minnesota State",4,0,"WCHA",0.727383997760298,0.272616002239702,1510.21316530571,1354.72820624741,1543.47231757895,1321.46905397416,0,155.4849590583
"678",678,2024-02-16,"Minnesota",3,"Wisconsin",4,1,"WCHA",0.66511173724612,0.33488826275388,2039.84497445721,1935.64710031232,2072.66402420709,1902.82805056244,0,104.197874144884
"679",679,2024-02-16,"Saint Michael's",0,"Long Island",7,0,"NEWHA",0.992802481103037,0.00719751889696341,1620.8882888344,780.016272814896,1621.93912659336,778.96543505594,0,840.872016019503
"680",680,2024-02-16,"Saint Anselm",1,"Stonehill",4,0,"NEWHA",0.517008760205981,0.482991239794019,1340.46928626094,1343.64582706078,1395.53028759746,1288.58482572426,0,3.17654079984004
"681",681,2024-02-16,"Franklin Pierce",2,"Assumption",2,1,"NEWHA",0.519402916620141,0.480597083379859,1221.49410380314,1223.00480254163,1219.74784130733,1224.75106503744,1,1.51069873848769
"682",682,2024-02-16,"Sacred Heart",2,"Post",0,0,"NEWHA",0.367059756071433,0.632940243928567,1048.4889101849,1158.13928555403,1009.58057604133,1197.04761969761,0,109.650375369136
"683",683,2024-02-16,"Robert Morris",7,"Lindenwood",5,0,"CHA",0.388678524637741,0.611321475362258,1269.66503951074,1363.33668231819,1228.46511589914,1404.53660592979,0,93.671642807449
"684",684,2024-02-16,"RIT",3,"Penn State",5,0,"CHA",0.862670094606912,0.137329905393088,1521.90416111108,1217.67231225533,1536.46113108275,1203.11534228366,0,304.231848855752
"685",685,2024-02-16,"Mercyhurst",3,"Syracuse",2,0,"CHA",0.192024348448794,0.807975651551206,1254.75715872157,1519.37394802422,1235.93877257359,1538.19233417221,0,264.616789302654
"686",686,2024-02-16,"Quinnipiac",4,"Rensselaer",2,0,"ECAC",0.414134844179898,0.585865155820102,1565.60873117401,1640.8710899044,1521.71043769094,1684.76938338747,0,75.2623587303906
"687",687,2024-02-16,"Colgate",1,"Yale",3,0,"ECAC",0.156554085900561,0.843445914099439,1610.84039761829,1918.39753041019,1700.24566451283,1828.99226351565,0,307.557132791902
"688",688,2024-02-16,"Harvard",2,"St. Lawrence",4,0,"ECAC",0.975500910746412,0.024499089253588,1941.13249197175,1316.10139625136,1943.72939543263,1313.50449279048,0,625.031095720389
"689",689,2024-02-16,"Princeton",5,"Union",1,0,"ECAC",0.147472562353292,0.852527437646708,1223.50396998396,1543.30282556041,1205.51231737685,1561.29447816751,0,319.798855576453
"690",690,2024-02-16,"Dartmouth",0,"Clarkson",9,0,"ECAC",0.96720271195072,0.0327972880492803,1941.57002437096,1368.6981957962,1946.88318503494,1363.38503513221,0,572.871828574764
"691",691,2024-02-16,"Cornell",2,"Brown",1,1,"ECAC",0.121874052280931,0.878125947719069,1541.88106611134,1899.93928961011,1529.93740898781,1911.88294673364,0,358.058223498775
"692",692,2024-02-17,"Connecticut",0,"Vermont",3,0,"Hockey East",0.0736624411484892,0.926337558851511,1332.39910510144,1787.20837149347,1438.00158681052,1681.6058897844,0,454.809266392024
"693",693,2024-02-17,"Boston College",1,"Northeastern",5,0,"Hockey East",0.876065823563075,0.123934176436925,1784.07390039949,1459.33563914841,1799.19386992479,1444.2156696231,0,324.738261251077
"694",694,2024-02-17,"Holy Cross",1,"New Hampshire",2,0,"Hockey East",0.822225933555174,0.177774066444826,1488.65654390096,1237.60743833468,1506.07840241255,1220.18557982309,0,251.04910556628
"695",695,2024-02-17,"Boston University",4,"Merrimack",0,0,"Hockey East",0.607486673275775,0.392513326724225,1469.07493490085,1408.20199552939,1394.9615607612,1482.31536966903,0,60.872939371458
"696",696,2024-02-17,"Minnesota",0,"Wisconsin",4,0,"WCHA",0.743454474006393,0.256545525993607,2072.66402420709,1902.82805056244,2103.96257837831,1871.52949639122,0,169.835973644644
"697",697,2024-02-17,"St. Cloud State",0,"Minnesota-Duluth",0,1,"WCHA",0.807025884697099,0.192974115302901,1818.86579388652,1585.31043147868,1791.23346426378,1612.94276110142,1,233.555362407837
"698",698,2024-02-17,"St. Thomas",1,"Ohio State",4,0,"WCHA",0.994742617974986,0.00525738202501391,2187.1586887616,1291.38221317802,2187.75803031245,1290.78287162716,0,895.776475583585
"699",699,2024-02-17,"Bemidji State",2,"Minnesota State",5,0,"WCHA",0.796457745312671,0.203542254687329,1543.47231757895,1321.46905397416,1566.67613461331,1298.26523693981,0,222.003263604787
"700",700,2024-02-17,"RIT",1,"Penn State",1,1,"CHA",0.881346100579382,0.118653899420618,1536.46113108275,1203.11534228366,1502.13998203061,1237.43649133581,1,333.345788799086
"701",701,2024-02-17,"Robert Morris",6,"Lindenwood",3,0,"CHA",0.283492706647811,0.716507293352189,1228.46511589914,1404.53660592979,1196.14694734129,1436.85477448764,0,176.07149003065
"702",702,2024-02-17,"Mercyhurst",4,"Syracuse",1,0,"CHA",0.160627789474954,0.839372210525046,1235.93877257359,1538.19233417221,1217.62720457344,1556.50390217235,0,302.253561598617
"703",703,2024-02-17,"Post",3,"Sacred Heart",4,0,"NEWHA",0.762329567960315,0.237670432039685,1197.04761969761,1009.58057604133,1220.3393220375,986.288873701437,0,187.46704365628
"704",704,2024-02-17,"Saint Michael's",2,"Long Island",3,1,"NEWHA",0.992888418100391,0.00711158189960925,1621.93912659336,778.96543505594,1622.63606161952,778.268500029778,0,842.973691537417
"705",705,2024-02-17,"Stonehill",2,"Saint Anselm",1,0,"NEWHA",0.370684686524361,0.629315313475639,1288.58482572426,1395.53028759746,1252.25772644488,1431.85738687685,0,106.945461873196
"706",706,2024-02-17,"Assumption",0,"Franklin Pierce",1,0,"NEWHA",0.52875518787101,0.47124481212899,1224.75106503744,1219.74784130733,1270.93305662608,1173.56584971868,0,5.00322373011318
"707",707,2024-02-17,"Princeton",3,"Rensselaer",3,1,"ECAC",0.464679649126073,0.535320350873927,1521.71043769094,1561.29447816751,1524.8892692696,1558.11564658886,1,39.5840404765659
"708",708,2024-02-17,"Cornell",2,"Yale",1,0,"ECAC",0.243804145852327,0.756195854147673,1700.24566451283,1911.88294673364,1676.3528582193,1935.77575302717,0,211.637282220812
"709",709,2024-02-17,"Dartmouth",0,"St. Lawrence",5,0,"ECAC",0.968540144359267,0.0314598556407325,1943.72939543263,1363.38503513221,1947.81917666593,1359.29525389892,0,580.34436030042
"710",710,2024-02-17,"Quinnipiac",6,"Union",1,0,"ECAC",0.0646170023111137,0.935382997688886,1205.51231737685,1684.76938338747,1197.11210707641,1693.16959368792,0,479.257066010619
"711",711,2024-02-17,"Harvard",0,"Clarkson",3,0,"ECAC",0.976623449962609,0.023376550037391,1946.88318503494,1313.50449279048,1949.54811173921,1310.83956608622,0,633.378692244461
